idx	label	id	shape	nnz%	type	rank	bias
514	B35	52	[316, 288]	0.41	sparse	288	nz
515	B36	53	[288, 316]	0.35	sparse	288	nz
516	B37	54	[312, 288]	0.40	sparse	288	nz
517	B38	55	[288, 312]	0.35	sparse	288	nz
518	B39	56	[304, 288]	0.38	sparse	288	nz
519	B40	57	[288, 304]	0.35	sparse	288	nz
520	B41	58	[256, 288]	0.43	sparse	224	nz
521	B00	73	[336, 256]	0.54	sparse	224	nz
522	B01	18	[296, 336]	0.34	sparse	296	nz
523	B02	19	[340, 296]	0.43	sparse	264	nz
524	B03	20	[332, 340]	0.41	sparse	268	nz
525	B04	21	[375, 332]	0.38	sparse	300	nz
526	B05	22	[399, 375]	0.33	sparse	336	nz
527	B06	23	[410, 399]	0.31	sparse	368	nz
528	B07	24	[402, 410]	0.30	sparse	372	nz
529	B08	25	[412, 402]	0.30	sparse	372	nz
530	B09	26	[404, 412]	0.30	sparse	376	nz
531	B10	27	[412, 404]	0.29	sparse	376	nz
532	B11	28	[404, 412]	0.29	sparse	380	nz
533	B12	29	[408, 404]	0.28	sparse	380	nz
534	B13	30	[400, 408]	0.28	sparse	384	nz
535	B14	31	[352, 400]	0.31	sparse	320	nz
536	B15	32	[288, 352]	0.38	sparse	256	nz
537	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
538	B17	34	[256, 288]	0.39	sparse	256	0
539	B18	35	[319, 256]	0.47	sparse	256	nz
540	B19	36	[288, 319]	0.35	sparse	288	nz
541	B20	37	[318, 288]	0.41	sparse	288	nz
542	B21	38	[288, 318]	0.35	sparse	288	nz
543	B22	39	[316, 288]	0.41	sparse	288	nz
544	B23	40	[288, 316]	0.35	sparse	288	nz
545	B24	41	[312, 288]	0.40	sparse	288	nz
546	B25	42	[288, 312]	0.35	sparse	288	nz
547	B26	43	[304, 288]	0.38	sparse	288	nz
548	B27	44	[288, 304]	0.35	sparse	288	nz
549	B28	45	[256, 288]	0.43	sparse	224	nz
550	B29	46	[288, 256]	0.65	sparse	224	nz
551	B30	47	[256, 288]	0.39	sparse	256	0
552	B31	48	[319, 256]	0.47	sparse	256	nz
553	B32	49	[288, 319]	0.35	sparse	288	nz
554	B33	50	[318, 288]	0.41	sparse	288	nz
555	B34	51	[288, 318]	0.35	sparse	288	nz
556	B35	52	[316, 288]	0.41	sparse	288	nz
557	B36	53	[288, 316]	0.35	sparse	288	nz
558	B37	54	[312, 288]	0.40	sparse	288	nz
559	B38	55	[288, 312]	0.35	sparse	288	nz
560	B39	56	[304, 288]	0.38	sparse	288	nz
561	B40	57	[288, 304]	0.35	sparse	288	nz
562	B41	58	[256, 288]	0.43	sparse	224	nz
563	B00	74	[336, 256]	0.54	sparse	224	nz
564	B01	18	[296, 336]	0.34	sparse	296	nz
565	B02	19	[340, 296]	0.43	sparse	264	nz
566	B03	20	[332, 340]	0.41	sparse	268	nz
567	B04	21	[375, 332]	0.38	sparse	300	nz
568	B05	22	[399, 375]	0.33	sparse	336	nz
569	B06	23	[410, 399]	0.31	sparse	368	nz
570	B07	24	[402, 410]	0.30	sparse	372	nz
571	B08	25	[412, 402]	0.30	sparse	372	nz
572	B09	26	[404, 412]	0.30	sparse	376	nz
573	B10	27	[412, 404]	0.29	sparse	376	nz
574	B11	28	[404, 412]	0.29	sparse	380	nz
575	B12	29	[408, 404]	0.28	sparse	380	nz
576	B13	30	[400, 408]	0.28	sparse	384	nz
577	B14	31	[352, 400]	0.31	sparse	320	nz
578	B15	32	[288, 352]	0.38	sparse	256	nz
579	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
580	B17	34	[256, 288]	0.39	sparse	256	0
581	B18	35	[319, 256]	0.47	sparse	256	nz
582	B19	36	[288, 319]	0.35	sparse	288	nz
583	B20	37	[318, 288]	0.41	sparse	288	nz
584	B21	38	[288, 318]	0.35	sparse	288	nz
585	B22	39	[316, 288]	0.41	sparse	288	nz
586	B23	40	[288, 316]	0.35	sparse	288	nz
587	B24	41	[312, 288]	0.40	sparse	288	nz
588	B25	42	[288, 312]	0.35	sparse	288	nz
589	B26	43	[304, 288]	0.38	sparse	288	nz
590	B27	44	[288, 304]	0.35	sparse	288	nz
591	B28	45	[256, 288]	0.43	sparse	224	nz
592	B29	60	[288, 256]	0.65	sparse	224	nz
593	B30	47	[256, 288]	0.39	sparse	256	0
594	B31	48	[319, 256]	0.47	sparse	256	nz
595	B32	49	[288, 319]	0.35	sparse	288	nz
596	B33	50	[318, 288]	0.41	sparse	288	nz
597	B34	51	[288, 318]	0.35	sparse	288	nz
598	B35	52	[316, 288]	0.41	sparse	288	nz
599	B36	53	[288, 316]	0.35	sparse	288	nz
600	B37	54	[312, 288]	0.40	sparse	288	nz
601	B38	55	[288, 312]	0.35	sparse	288	nz
602	B39	56	[304, 288]	0.38	sparse	288	nz
603	B40	57	[288, 304]	0.35	sparse	288	nz
604	B41	58	[256, 288]	0.43	sparse	224	nz
605	B00	75	[336, 256]	0.54	sparse	224	nz
606	B01	18	[296, 336]	0.34	sparse	296	nz
607	B02	19	[340, 296]	0.43	sparse	264	nz
608	B03	20	[332, 340]	0.41	sparse	268	nz
609	B04	21	[375, 332]	0.38	sparse	300	nz
610	B05	22	[399, 375]	0.33	sparse	336	nz
611	B06	23	[410, 399]	0.31	sparse	368	nz
612	B07	24	[402, 410]	0.30	sparse	372	nz
613	B08	25	[412, 402]	0.30	sparse	372	nz
614	B09	26	[404, 412]	0.30	sparse	376	nz
615	B10	27	[412, 404]	0.29	sparse	376	nz
616	B11	28	[404, 412]	0.29	sparse	380	nz
617	B12	29	[408, 404]	0.28	sparse	380	nz
618	B13	30	[400, 408]	0.28	sparse	384	nz
619	B14	31	[352, 400]	0.31	sparse	320	nz
620	B15	32	[288, 352]	0.38	sparse	256	nz
621	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
622	B17	34	[256, 288]	0.39	sparse	256	0
623	B18	35	[319, 256]	0.47	sparse	256	nz
624	B19	36	[288, 319]	0.35	sparse	288	nz
625	B20	37	[318, 288]	0.41	sparse	288	nz
626	B21	38	[288, 318]	0.35	sparse	288	nz
627	B22	39	[316, 288]	0.41	sparse	288	nz
628	B23	40	[288, 316]	0.35	sparse	288	nz
629	B24	41	[312, 288]	0.40	sparse	288	nz
630	B25	42	[288, 312]	0.35	sparse	288	nz
631	B26	43	[304, 288]	0.38	sparse	288	nz
632	B27	44	[288, 304]	0.35	sparse	288	nz
633	B28	45	[256, 288]	0.43	sparse	224	nz
634	B29	62	[288, 256]	0.65	sparse	224	nz
635	B30	47	[256, 288]	0.39	sparse	256	0
636	B31	48	[319, 256]	0.47	sparse	256	nz
637	B32	49	[288, 319]	0.35	sparse	288	nz
638	B33	50	[318, 288]	0.41	sparse	288	nz
639	B34	51	[288, 318]	0.35	sparse	288	nz
640	B35	52	[316, 288]	0.41	sparse	288	nz
641	B36	53	[288, 316]	0.35	sparse	288	nz
642	B37	54	[312, 288]	0.40	sparse	288	nz
643	B38	55	[288, 312]	0.35	sparse	288	nz
644	B39	56	[304, 288]	0.38	sparse	288	nz
645	B40	57	[288, 304]	0.35	sparse	288	nz
646	B41	58	[256, 288]	0.43	sparse	224	nz
647	B00	76	[336, 256]	0.54	sparse	224	nz
648	B01	18	[296, 336]	0.34	sparse	296	nz
649	B02	19	[340, 296]	0.43	sparse	264	nz
650	B03	20	[332, 340]	0.41	sparse	268	nz
651	B04	21	[375, 332]	0.38	sparse	300	nz
652	B05	22	[399, 375]	0.33	sparse	336	nz
653	B06	23	[410, 399]	0.31	sparse	368	nz
654	B07	24	[402, 410]	0.30	sparse	372	nz
655	B08	25	[412, 402]	0.30	sparse	372	nz
656	B09	26	[404, 412]	0.30	sparse	376	nz
657	B10	27	[412, 404]	0.29	sparse	376	nz
658	B11	28	[404, 412]	0.29	sparse	380	nz
659	B12	29	[408, 404]	0.28	sparse	380	nz
660	B13	30	[400, 408]	0.28	sparse	384	nz
661	B14	31	[352, 400]	0.31	sparse	320	nz
662	B15	32	[288, 352]	0.38	sparse	256	nz
663	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
664	B17	34	[256, 288]	0.39	sparse	256	0
665	B18	35	[319, 256]	0.47	sparse	256	nz
666	B19	36	[288, 319]	0.35	sparse	288	nz
667	B20	37	[318, 288]	0.41	sparse	288	nz
668	B21	38	[288, 318]	0.35	sparse	288	nz
669	B22	39	[316, 288]	0.41	sparse	288	nz
670	B23	40	[288, 316]	0.35	sparse	288	nz
671	B24	41	[312, 288]	0.40	sparse	288	nz
672	B25	42	[288, 312]	0.35	sparse	288	nz
673	B26	43	[304, 288]	0.38	sparse	288	nz
674	B27	44	[288, 304]	0.35	sparse	288	nz
675	B28	45	[256, 288]	0.43	sparse	224	nz
676	B29	64	[288, 256]	0.65	sparse	224	nz
677	B30	47	[256, 288]	0.39	sparse	256	0
678	B31	48	[319, 256]	0.47	sparse	256	nz
679	B32	49	[288, 319]	0.35	sparse	288	nz
680	B33	50	[318, 288]	0.41	sparse	288	nz
681	B34	51	[288, 318]	0.35	sparse	288	nz
682	B35	52	[316, 288]	0.41	sparse	288	nz
683	B36	53	[288, 316]	0.35	sparse	288	nz
684	B37	54	[312, 288]	0.40	sparse	288	nz
685	B38	55	[288, 312]	0.35	sparse	288	nz
686	B39	56	[304, 288]	0.38	sparse	288	nz
687	B40	57	[288, 304]	0.35	sparse	288	nz
688	B41	58	[256, 288]	0.43	sparse	224	nz
689	B00	77	[336, 256]	0.50	sparse	224	nz
690	B01	18	[296, 336]	0.34	sparse	296	nz
691	B02	19	[340, 296]	0.43	sparse	264	nz
692	B03	20	[332, 340]	0.41	sparse	268	nz
693	B04	21	[375, 332]	0.38	sparse	300	nz
694	B05	22	[399, 375]	0.33	sparse	336	nz
695	B06	23	[410, 399]	0.31	sparse	368	nz
696	B07	24	[402, 410]	0.30	sparse	372	nz
697	B08	25	[412, 402]	0.30	sparse	372	nz
698	B09	26	[404, 412]	0.30	sparse	376	nz
699	B10	27	[412, 404]	0.29	sparse	376	nz
700	B11	28	[404, 412]	0.29	sparse	380	nz
701	B12	29	[408, 404]	0.28	sparse	380	nz
702	B13	30	[400, 408]	0.28	sparse	384	nz
703	B14	31	[352, 400]	0.31	sparse	320	nz
704	B15	32	[288, 352]	0.38	sparse	256	nz
705	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
706	B17	34	[256, 288]	0.39	sparse	256	0
707	B18	35	[319, 256]	0.47	sparse	256	nz
708	B19	36	[288, 319]	0.35	sparse	288	nz
709	B20	37	[318, 288]	0.41	sparse	288	nz
710	B21	38	[288, 318]	0.35	sparse	288	nz
711	B22	39	[316, 288]	0.41	sparse	288	nz
712	B23	40	[288, 316]	0.35	sparse	288	nz
713	B24	41	[312, 288]	0.40	sparse	288	nz
714	B25	42	[288, 312]	0.35	sparse	288	nz
715	B26	43	[304, 288]	0.38	sparse	288	nz
716	B27	44	[288, 304]	0.35	sparse	288	nz
717	B28	45	[256, 288]	0.43	sparse	224	nz
718	B29	78	[288, 256]	0.65	sparse	224	nz
719	B30	47	[256, 288]	0.39	sparse	256	0
720	B31	48	[319, 256]	0.47	sparse	256	nz
721	B32	49	[288, 319]	0.35	sparse	288	nz
722	B33	50	[318, 288]	0.41	sparse	288	nz
723	B34	51	[288, 318]	0.35	sparse	288	nz
724	B35	52	[316, 288]	0.41	sparse	288	nz
725	B36	53	[288, 316]	0.35	sparse	288	nz
726	B37	54	[312, 288]	0.40	sparse	288	nz
727	B38	55	[288, 312]	0.35	sparse	288	nz
728	B39	56	[304, 288]	0.38	sparse	288	nz
729	B40	57	[288, 304]	0.35	sparse	288	nz
730	B41	58	[256, 288]	0.43	sparse	224	nz
731	B00	79	[336, 256]	0.50	sparse	224	nz
732	B01	18	[296, 336]	0.34	sparse	296	nz
733	B02	19	[340, 296]	0.43	sparse	264	nz
734	B03	20	[332, 340]	0.41	sparse	268	nz
735	B04	21	[375, 332]	0.38	sparse	300	nz
736	B05	22	[399, 375]	0.33	sparse	336	nz
737	B06	23	[410, 399]	0.31	sparse	368	nz
738	B07	24	[402, 410]	0.30	sparse	372	nz
739	B08	25	[412, 402]	0.30	sparse	372	nz
740	B09	26	[404, 412]	0.30	sparse	376	nz
741	B10	27	[412, 404]	0.29	sparse	376	nz
742	B11	28	[404, 412]	0.29	sparse	380	nz
743	B12	29	[408, 404]	0.28	sparse	380	nz
744	B13	30	[400, 408]	0.28	sparse	384	nz
745	B14	31	[352, 400]	0.31	sparse	320	nz
746	B15	32	[288, 352]	0.38	sparse	256	nz
747	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
748	B17	34	[256, 288]	0.39	sparse	256	0
749	B18	35	[319, 256]	0.47	sparse	256	nz
750	B19	36	[288, 319]	0.35	sparse	288	nz
751	B20	37	[318, 288]	0.41	sparse	288	nz
752	B21	38	[288, 318]	0.35	sparse	288	nz
753	B22	39	[316, 288]	0.41	sparse	288	nz
754	B23	40	[288, 316]	0.35	sparse	288	nz
755	B24	41	[312, 288]	0.40	sparse	288	nz
756	B25	42	[288, 312]	0.35	sparse	288	nz
757	B26	43	[304, 288]	0.38	sparse	288	nz
758	B27	44	[288, 304]	0.35	sparse	288	nz
759	B28	45	[256, 288]	0.43	sparse	224	nz
760	B29	80	[288, 256]	0.65	sparse	224	nz
761	B30	47	[256, 288]	0.39	sparse	256	0
762	B31	48	[319, 256]	0.47	sparse	256	nz
763	B32	49	[288, 319]	0.35	sparse	288	nz
764	B33	50	[318, 288]	0.41	sparse	288	nz
765	B34	51	[288, 318]	0.35	sparse	288	nz
766	B35	52	[316, 288]	0.41	sparse	288	nz
767	B36	53	[288, 316]	0.35	sparse	288	nz
768	B37	54	[312, 288]	0.40	sparse	288	nz
769	B38	55	[288, 312]	0.35	sparse	288	nz
770	B39	56	[304, 288]	0.38	sparse	288	nz
771	B40	57	[288, 304]	0.35	sparse	288	nz
772	B41	58	[256, 288]	0.43	sparse	224	nz
773	B00	81	[336, 256]	0.50	sparse	224	nz
774	B01	18	[296, 336]	0.34	sparse	296	nz
775	B02	19	[340, 296]	0.43	sparse	264	nz
776	B03	20	[332, 340]	0.41	sparse	268	nz
777	B04	21	[375, 332]	0.38	sparse	300	nz
778	B05	22	[399, 375]	0.33	sparse	336	nz
779	B06	23	[410, 399]	0.31	sparse	368	nz
780	B07	24	[402, 410]	0.30	sparse	372	nz
781	B08	25	[412, 402]	0.30	sparse	372	nz
782	B09	26	[404, 412]	0.30	sparse	376	nz
783	B10	27	[412, 404]	0.29	sparse	376	nz
784	B11	28	[404, 412]	0.29	sparse	380	nz
785	B12	29	[408, 404]	0.28	sparse	380	nz
786	B13	30	[400, 408]	0.28	sparse	384	nz
787	B14	31	[352, 400]	0.31	sparse	320	nz
788	B15	32	[288, 352]	0.38	sparse	256	nz
789	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
790	B17	34	[256, 288]	0.39	sparse	256	0
791	B18	35	[319, 256]	0.47	sparse	256	nz
792	B19	36	[288, 319]	0.35	sparse	288	nz
793	B20	37	[318, 288]	0.41	sparse	288	nz
794	B21	38	[288, 318]	0.35	sparse	288	nz
795	B22	39	[316, 288]	0.41	sparse	288	nz
796	B23	40	[288, 316]	0.35	sparse	288	nz
797	B24	41	[312, 288]	0.40	sparse	288	nz
798	B25	42	[288, 312]	0.35	sparse	288	nz
799	B26	43	[304, 288]	0.38	sparse	288	nz
800	B27	44	[288, 304]	0.35	sparse	288	nz
801	B28	45	[256, 288]	0.43	sparse	224	nz
802	B29	82	[288, 256]	0.65	sparse	224	nz
803	B30	47	[256, 288]	0.39	sparse	256	0
804	B31	48	[319, 256]	0.47	sparse	256	nz
805	B32	49	[288, 319]	0.35	sparse	288	nz
806	B33	50	[318, 288]	0.41	sparse	288	nz
807	B34	51	[288, 318]	0.35	sparse	288	nz
808	B35	52	[316, 288]	0.41	sparse	288	nz
809	B36	53	[288, 316]	0.35	sparse	288	nz
810	B37	54	[312, 288]	0.40	sparse	288	nz
811	B38	55	[288, 312]	0.35	sparse	288	nz
812	B39	56	[304, 288]	0.38	sparse	288	nz
813	B40	57	[288, 304]	0.35	sparse	288	nz
814	B41	58	[256, 288]	0.43	sparse	224	nz
815	B00	83	[336, 256]	0.50	sparse	224	nz
816	B01	18	[296, 336]	0.34	sparse	296	nz
817	B02	19	[340, 296]	0.43	sparse	264	nz
818	B03	20	[332, 340]	0.41	sparse	268	nz
819	B04	21	[375, 332]	0.38	sparse	300	nz
820	B05	22	[399, 375]	0.33	sparse	336	nz
821	B06	23	[410, 399]	0.31	sparse	368	nz
822	B07	24	[402, 410]	0.30	sparse	372	nz
823	B08	25	[412, 402]	0.30	sparse	372	nz
824	B09	26	[404, 412]	0.30	sparse	376	nz
825	B10	27	[412, 404]	0.29	sparse	376	nz
826	B11	28	[404, 412]	0.29	sparse	380	nz
827	B12	29	[408, 404]	0.28	sparse	380	nz
828	B13	30	[400, 408]	0.28	sparse	384	nz
829	B14	31	[352, 400]	0.31	sparse	320	nz
830	B15	32	[288, 352]	0.38	sparse	256	nz
831	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
832	B17	34	[256, 288]	0.39	sparse	256	0
833	B18	35	[319, 256]	0.47	sparse	256	nz
834	B19	36	[288, 319]	0.35	sparse	288	nz
835	B20	37	[318, 288]	0.41	sparse	288	nz
836	B21	38	[288, 318]	0.35	sparse	288	nz
837	B22	39	[316, 288]	0.41	sparse	288	nz
838	B23	40	[288, 316]	0.35	sparse	288	nz
839	B24	41	[312, 288]	0.40	sparse	288	nz
840	B25	42	[288, 312]	0.35	sparse	288	nz
841	B26	43	[304, 288]	0.38	sparse	288	nz
842	B27	44	[288, 304]	0.35	sparse	288	nz
843	B28	45	[256, 288]	0.43	sparse	224	nz
844	B29	84	[288, 256]	0.65	sparse	224	nz
845	B30	47	[256, 288]	0.39	sparse	256	0
846	B31	48	[319, 256]	0.47	sparse	256	nz
847	B32	49	[288, 319]	0.35	sparse	288	nz
848	B33	50	[318, 288]	0.41	sparse	288	nz
849	B34	51	[288, 318]	0.35	sparse	288	nz
850	B35	52	[316, 288]	0.41	sparse	288	nz
851	B36	53	[288, 316]	0.35	sparse	288	nz
852	B37	54	[312, 288]	0.40	sparse	288	nz
853	B38	55	[288, 312]	0.35	sparse	288	nz
854	B39	56	[304, 288]	0.38	sparse	288	nz
855	B40	57	[288, 304]	0.35	sparse	288	nz
856	B41	58	[256, 288]	0.43	sparse	224	nz
857	B00	85	[336, 256]	0.50	sparse	224	nz
858	B01	18	[296, 336]	0.34	sparse	296	nz
859	B02	19	[340, 296]	0.43	sparse	264	nz
860	B03	20	[332, 340]	0.41	sparse	268	nz
861	B04	21	[375, 332]	0.38	sparse	300	nz
862	B05	22	[399, 375]	0.33	sparse	336	nz
863	B06	23	[410, 399]	0.31	sparse	368	nz
864	B07	24	[402, 410]	0.30	sparse	372	nz
865	B08	25	[412, 402]	0.30	sparse	372	nz
866	B09	26	[404, 412]	0.30	sparse	376	nz
867	B10	27	[412, 404]	0.29	sparse	376	nz
868	B11	28	[404, 412]	0.29	sparse	380	nz
869	B12	29	[408, 404]	0.28	sparse	380	nz
870	B13	30	[400, 408]	0.28	sparse	384	nz
871	B14	31	[352, 400]	0.31	sparse	320	nz
872	B15	32	[288, 352]	0.38	sparse	256	nz
873	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
874	B17	34	[256, 288]	0.39	sparse	256	0
875	B18	35	[319, 256]	0.47	sparse	256	nz
876	B19	36	[288, 319]	0.35	sparse	288	nz
877	B20	37	[318, 288]	0.41	sparse	288	nz
878	B21	38	[288, 318]	0.35	sparse	288	nz
879	B22	39	[316, 288]	0.41	sparse	288	nz
880	B23	40	[288, 316]	0.35	sparse	288	nz
881	B24	41	[312, 288]	0.40	sparse	288	nz
882	B25	42	[288, 312]	0.35	sparse	288	nz
883	B26	43	[304, 288]	0.38	sparse	288	nz
884	B27	44	[288, 304]	0.35	sparse	288	nz
885	B28	45	[256, 288]	0.43	sparse	224	nz
886	B29	78	[288, 256]	0.65	sparse	224	nz
887	B30	47	[256, 288]	0.39	sparse	256	0
888	B31	48	[319, 256]	0.47	sparse	256	nz
889	B32	49	[288, 319]	0.35	sparse	288	nz
890	B33	50	[318, 288]	0.41	sparse	288	nz
891	B34	51	[288, 318]	0.35	sparse	288	nz
892	B35	52	[316, 288]	0.41	sparse	288	nz
893	B36	53	[288, 316]	0.35	sparse	288	nz
894	B37	54	[312, 288]	0.40	sparse	288	nz
895	B38	55	[288, 312]	0.35	sparse	288	nz
896	B39	56	[304, 288]	0.38	sparse	288	nz
897	B40	57	[288, 304]	0.35	sparse	288	nz
898	B41	58	[256, 288]	0.43	sparse	224	nz
899	B00	86	[336, 256]	0.50	sparse	224	nz
900	B01	18	[296, 336]	0.34	sparse	296	nz
901	B02	19	[340, 296]	0.43	sparse	264	nz
902	B03	20	[332, 340]	0.41	sparse	268	nz
903	B04	21	[375, 332]	0.38	sparse	300	nz
904	B05	22	[399, 375]	0.33	sparse	336	nz
905	B06	23	[410, 399]	0.31	sparse	368	nz
906	B07	24	[402, 410]	0.30	sparse	372	nz
907	B08	25	[412, 402]	0.30	sparse	372	nz
908	B09	26	[404, 412]	0.30	sparse	376	nz
909	B10	27	[412, 404]	0.29	sparse	376	nz
910	B11	28	[404, 412]	0.29	sparse	380	nz
911	B12	29	[408, 404]	0.28	sparse	380	nz
912	B13	30	[400, 408]	0.28	sparse	384	nz
913	B14	31	[352, 400]	0.31	sparse	320	nz
914	B15	32	[288, 352]	0.38	sparse	256	nz
915	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
916	B17	34	[256, 288]	0.39	sparse	256	0
917	B18	35	[319, 256]	0.47	sparse	256	nz
918	B19	36	[288, 319]	0.35	sparse	288	nz
919	B20	37	[318, 288]	0.41	sparse	288	nz
920	B21	38	[288, 318]	0.35	sparse	288	nz
921	B22	39	[316, 288]	0.41	sparse	288	nz
922	B23	40	[288, 316]	0.35	sparse	288	nz
923	B24	41	[312, 288]	0.40	sparse	288	nz
924	B25	42	[288, 312]	0.35	sparse	288	nz
925	B26	43	[304, 288]	0.38	sparse	288	nz
926	B27	44	[288, 304]	0.35	sparse	288	nz
927	B28	45	[256, 288]	0.43	sparse	224	nz
928	B29	80	[288, 256]	0.65	sparse	224	nz
929	B30	47	[256, 288]	0.39	sparse	256	0
930	B31	48	[319, 256]	0.47	sparse	256	nz
931	B32	49	[288, 319]	0.35	sparse	288	nz
932	B33	50	[318, 288]	0.41	sparse	288	nz
933	B34	51	[288, 318]	0.35	sparse	288	nz
934	B35	52	[316, 288]	0.41	sparse	288	nz
935	B36	53	[288, 316]	0.35	sparse	288	nz
936	B37	54	[312, 288]	0.40	sparse	288	nz
937	B38	55	[288, 312]	0.35	sparse	288	nz
938	B39	56	[304, 288]	0.38	sparse	288	nz
939	B40	57	[288, 304]	0.35	sparse	288	nz
940	B41	58	[256, 288]	0.43	sparse	224	nz
941	B00	87	[336, 256]	0.50	sparse	224	nz
942	B01	18	[296, 336]	0.34	sparse	296	nz
943	B02	19	[340, 296]	0.43	sparse	264	nz
944	B03	20	[332, 340]	0.41	sparse	268	nz
945	B04	21	[375, 332]	0.38	sparse	300	nz
946	B05	22	[399, 375]	0.33	sparse	336	nz
947	B06	23	[410, 399]	0.31	sparse	368	nz
948	B07	24	[402, 410]	0.30	sparse	372	nz
949	B08	25	[412, 402]	0.30	sparse	372	nz
950	B09	26	[404, 412]	0.30	sparse	376	nz
951	B10	27	[412, 404]	0.29	sparse	376	nz
952	B11	28	[404, 412]	0.29	sparse	380	nz
953	B12	29	[408, 404]	0.28	sparse	380	nz
954	B13	30	[400, 408]	0.28	sparse	384	nz
955	B14	31	[352, 400]	0.31	sparse	320	nz
956	B15	32	[288, 352]	0.38	sparse	256	nz
957	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
958	B17	34	[256, 288]	0.39	sparse	256	0
959	B18	35	[319, 256]	0.47	sparse	256	nz
960	B19	36	[288, 319]	0.35	sparse	288	nz
961	B20	37	[318, 288]	0.41	sparse	288	nz
962	B21	38	[288, 318]	0.35	sparse	288	nz
963	B22	39	[316, 288]	0.41	sparse	288	nz
964	B23	40	[288, 316]	0.35	sparse	288	nz
965	B24	41	[312, 288]	0.40	sparse	288	nz
966	B25	42	[288, 312]	0.35	sparse	288	nz
967	B26	43	[304, 288]	0.38	sparse	288	nz
968	B27	44	[288, 304]	0.35	sparse	288	nz
969	B28	45	[256, 288]	0.43	sparse	224	nz
970	B29	82	[288, 256]	0.65	sparse	224	nz
971	B30	47	[256, 288]	0.39	sparse	256	0
972	B31	48	[319, 256]	0.47	sparse	256	nz
973	B32	49	[288, 319]	0.35	sparse	288	nz
974	B33	50	[318, 288]	0.41	sparse	288	nz
975	B34	51	[288, 318]	0.35	sparse	288	nz
976	B35	52	[316, 288]	0.41	sparse	288	nz
977	B36	53	[288, 316]	0.35	sparse	288	nz
978	B37	54	[312, 288]	0.40	sparse	288	nz
979	B38	55	[288, 312]	0.35	sparse	288	nz
980	B39	56	[304, 288]	0.38	sparse	288	nz
981	B40	57	[288, 304]	0.35	sparse	288	nz
982	B41	58	[256, 288]	0.43	sparse	224	nz
983	B00	88	[336, 256]	0.50	sparse	224	nz
984	B01	18	[296, 336]	0.34	sparse	296	nz
985	B02	19	[340, 296]	0.43	sparse	264	nz
986	B03	20	[332, 340]	0.41	sparse	268	nz
987	B04	21	[375, 332]	0.38	sparse	300	nz
988	B05	22	[399, 375]	0.33	sparse	336	nz
989	B06	23	[410, 399]	0.31	sparse	368	nz
990	B07	24	[402, 410]	0.30	sparse	372	nz
991	B08	25	[412, 402]	0.30	sparse	372	nz
992	B09	26	[404, 412]	0.30	sparse	376	nz
993	B10	27	[412, 404]	0.29	sparse	376	nz
994	B11	28	[404, 412]	0.29	sparse	380	nz
995	B12	29	[408, 404]	0.28	sparse	380	nz
996	B13	30	[400, 408]	0.28	sparse	384	nz
997	B14	31	[352, 400]	0.31	sparse	320	nz
998	B15	32	[288, 352]	0.38	sparse	256	nz
999	B16	33	[288, 288]	0.58	identity_plus_delta	224	nz
1000	B17	34	[256, 288]	0.39	sparse	256	0
1001	B18	35	[319, 256]	0.47	sparse	256	nz
1002	B19	36	[288, 319]	0.35	sparse	288	nz
1003	B20	37	[318, 288]	0.41	sparse	288	nz
1004	B21	38	[288, 318]	0.35	sparse	288	nz
1005	B22	39	[316, 288]	0.41	sparse	288	nz
1006	B23	40	[288, 316]	0.35	sparse	288	nz
1007	B24	41	[312, 288]	0.40	sparse	288	nz
1008	B25	42	[288, 312]	0.35	sparse	288	nz
1009	B26	43	[304, 288]	0.38	sparse	288	nz
1010	B27	44	[288, 304]	0.35	sparse	288	nz
1011	B28	45	[256, 288]	0.43	sparse	224	nz
1012	B29	84	[288, 256]	0.65	sparse	224	nz
1013	B30	47	[256, 288]	0.39	sparse	256	0
1014	B31	48	[319, 256]	0.47	sparse	256	nz
1015	B32	49	[288, 319]	0.35	sparse	288	nz
1016	B33	50	[318, 288]	0.41	sparse	288	nz
1017	B34	51	[288, 318]	0.35	sparse	288	nz
1018	B35	52	[316, 288]	0.41	sparse	288	nz
1019	B36	53	[288, 316]	0.35	sparse	288	nz
1020	B37	54	[312, 288]	0.40	sparse	288	nz
1021	B38	55	[288, 312]	0.35	sparse	288	nz
1022	B39	56	[304, 288]	0.38	sparse	288	nz
1023	B40	57	[288, 304]	0.35	sparse	288	nz
1024	B41	58	[256, 288]	0.43	sparse	224	nz
1025	B00	89	[336, 256]	0.50	sparse	224	nz
1026	B01	18	[296, 336]	0.34	sparse	296	nz
1027	B02	19	[340, 296]	0.43	sparse	264	nz
1028	B03	20	[332, 340]	0.41	sparse	268	nz
